title,authors,average_rating,publication_year
The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,4.2,2006
The Prodigal Son (Roger the Chapman  #15),Kate Sedley,4.07,2007
The Poisonwood Bible,Barbara Kingsolver,4.06,2005
The Poisonwood Bible,Barbara Kingsolver,4.06,2000
How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,3.76,2004
Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,4.16,2003
No Dominion (Joe Pitt  #2),Charlie Huston,3.99,2006
Dominion (Ollie Chandler #2),Randy Alcorn,4.22,2006
O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,3.76,2005
Dominion,Masamune Shirow,3.75,2000
Essentials of Conservation Biology,Richard B. Primack,3.92,2007
Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,4.59,2005
Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,3.33,2006
The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,4.58,1996
Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo/Nadine Epstein,4.13,2001
Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,2004
The Complete Dream Dictionary,Pamela Ball,3.68,2000
Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,4.25,2004
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,3.92,2004
J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,2000
The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,3.99,1986
Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,3.79,2005
The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,3.93,2006
The Maps of Tolkien's Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,4.14,2003
The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,4.09,2003
The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,4.17,2002
Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,2005
Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,4.01,2003
The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,3.83,1992
Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,4.05,2001
The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,4.47,2002
Tolkien: A Look Behind The Lord of the Rings,Lin Carter,3.76,1972
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,4.5,2002
Midnight in the Garden of Good and Evil,John Berendt,3.92,2005
Tom's Midnight Garden,Philippa Pearce,4.07,1993
Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin/Catherine  Johnson,4.14,2006
God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,4.0,2000
Lafayette,Harlow Giles Unger,4.37,2003
My Pride and Joy: An Autobiography,George  Adamson,4.23,1987
Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,3.97,2006
Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,3.33,2000
The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,3.6,2004
The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,4.19,1995
The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,3.77,1992
Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,2003
The Nubian Prince,Juan Bonilla/Esther Allen,3.54,2006
Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,2006
Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,3.46,2004
Naked Lunch: The Restored Text,William S. Burroughs,3.46,2005
The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,3.97,1990
The Glass Castle,Jeannette Walls,4.27,2006
Same Sex in the City,Lauren  Levin/Lauren Blitzer,3.62,2006
Sex and the City: Kiss and Tell,Amy Sohn/Sarah Jessica Parker,4.01,2002
Human Traces,Sebastian Faulks,3.63,2006
The Girl at the Lion d'Or,Sebastian Faulks,3.58,1999
Human Traces,Sebastian Faulks,3.63,2006
Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.93,2002
Suzanne's Diary for Nicholas,James Patterson,4.17,2003
Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,3.68,1997
Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,3.68,1999
Beach Girls,Luanne Rice,4.06,2004
The Beach House,James Patterson/Peter de Jonge,3.84,2003
The Beach House (Beach House #1),Mary Alice Monroe,4.2,2006
The Beach House,James Patterson/Peter de Jonge,3.84,2002
Path of the Assassin (Scot Harvath  #2),Brad Thor,4.17,2005
Presidential Assassins (History Makers),Patricia D. Netzley,3.6,1999
The Blind Side: Evolution of a Game,Michael   Lewis,4.18,2006
The Blind Watchmaker,Richard Dawkins,4.08,1996
I Love Everybody (and Other Atrocious Lies),Laurie Notaro,3.97,2004
Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,3.98,2003
The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,3.88,2002
We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,3.92,2005
There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,3.55,2007
Anleitung zum Zickigsein,Laurie Notaro,3.88,2003
The Psychology of Winning,Denis Waitley,4.21,1986
Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,4.09,2006
The Acme Novelty Library #17,Chris Ware,4.35,2006
The Acme Novelty Library,Chris Ware,4.31,2005
The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,4.17,2013
Quimby The Mouse,Chris Ware,4.09,2003
Candide: or  Optimism,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,3.77,2005
Even Cowgirls Get the Blues,Tom Robbins,3.76,2001
Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant/Tom Robbins,3.76,1994
Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,4.19,1998
Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,4.14,2006
The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,4.31,2000
Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz/Christiane Northrup,3.93,1999
The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,Charles R. Swindoll,4.33,2006
Spring's Awakening,Frank Wedekind/Eric Bentley,3.8,2000
Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,Kathleen A. Brehony,3.99,1997
A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,3.61,2003
A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,3.61,2007
A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,3.61,2005
A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,3.61,2006
Vincent Van Gogh: Portrait of an Artist,Jan Greenberg/Sandra Jordan,3.94,2003
A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,4.11,2006
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,2006
One Hundred Years Of Solitude,Gabriel García Márquez,4.07,1995
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.61,2003
The Annotated Lolita,Vladimir Nabokov/Alfred Appel,4.28,1991
Lolita,Vladimir Nabokov/Jeremy Irons,3.89,2005
Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,3.97,2005
Reading Lolita in Tehran,Azar Nafisi,3.61,2004
sex.lies.murder.fame.,Lolita Files,3.79,2006
Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,3.93,2003
Farm Animals (A Chunky Book),Phoebe Dunn,3.86,1984
Lord of the Flies,William Golding,3.68,1999
Good Soldier Svejk And His Fortunes In The World,Jaroslav Hašek,4.11,2000
The Good Soldier,Ford Madox Ford/Frank Kermode,3.72,2005
Fahrenheit 451,Ray Bradbury,3.99,2004
Next,Michael Crichton,3.5,2006
Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,4.06,1993
A Case of Need,Jeffery Hudson/Michael Crichton,3.72,2003
A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,3.99,1994
Travels,Michael Crichton,3.95,2002
Rising Sun,Michael Crichton,3.63,2004
The Andromeda Strain (Andromeda  #1),Michael Crichton,3.89,2003
Congo,Michael Crichton,3.59,2003
Eaters of the Dead,Michael Crichton,3.67,2006
The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,4.16,2006
Jurassic Park (Jurassic Park  #1),Michael Crichton,4.02,2006
The Terminal Man,Michael Crichton,3.36,2002
Five Patients,Michael Crichton,3.48,1989
Twister,Michael Crichton/Anne-Marie Martin,3.63,1999
Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,3.97,1999
Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,3.5,2005
Holy the Firm,Annie Dillard,4.22,1998
Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,3.82,2005
Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw/Sandie Byrne,3.94,2002
Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,4.26,2006
Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,3.67,1979
Pygmalion,George Bernard Shaw,3.9,1994
Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,3.9,2003
The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,2003
The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,2004
The Metamorphosis,Franz Kafka/Stanley Corngold,3.81,1996
The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,4.03,2003
The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,4.03,1996
Antigone's Claim: Kinship Between Life and Death,Judith Butler,3.76,2002
Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,2003
Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,3.57,2005
Gulliver's Travels,Jonathan Swift/David Case,3.57,2006
Gulliver's Travels,Gill Harvey/Jonathan Swift,3.35,2008
Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,2006
Gulliver's Travels,Jonathan Swift/Robert Hardy,3.57,2001
Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,2005
Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,2005
Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.12,2006
Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,1982
Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,4.08,2001
Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,3.67,1980
The Joy Luck Club,Amy Tan,3.92,2006
Dr. Seuss's ABC,Dr. Seuss,4.08,1996
Dr. Seuss's Sleep Book,Dr. Seuss,4.17,2012
Happy Birthday to You!,Dr. Seuss,4.13,1959
McElligot's Pool,Dr. Seuss,4.06,1947
The Cat in the Hat,Dr. Seuss,4.17,1997
Horton Hears a Who!,Dr. Seuss,4.18,1990
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,1989
Oh Say Can You Say?,Dr. Seuss,4.01,2005
The Lorax,Dr. Seuss,4.35,1998
I Can Read With My Eyes Shut!,Dr. Seuss,4.2,2003
¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,4.18,2003
The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,4.42,2003
Daisy-Head Mayzie,Dr. Seuss,3.87,1995
Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,4.16,2001
Dr. Seuss's ABC (Book & CD),Dr. Seuss,4.08,2005
Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,4.17,2005
Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,4.12,2003
The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,3.95,2001
Pale Fire,Vladimir Nabokov,4.15,2000
Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,2001
Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,4.41,1996
A Friend of the Earth,T. Coraghessan Boyle,3.67,2001
The Year of Magical Thinking,Joan Didion,3.89,2007
Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,4.01,2001
After Henry,Joan Didion,3.83,1993
O Ano do Pensamento Mágico,Joan Didion,3.89,2006
Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,4.35,2001
Another Day in Cubicle Paradise,Scott Adams,4.01,2002
Moby Dick,Herman Melville,3.5,1994
Moby-Dick,Herman Melville/Nathaniel Philbrick,3.5,2001
Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,3.5,2000
Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,3.5,2001
The Girl in the Flammable Skirt,Aimee Bender,3.88,1999
Planet of Slums,Mike  Davis,3.92,2006
Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,4.11,2002
No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,2006
Days Between Stations,Steve Erickson,4.0,2005
The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.02,2005
Little Plum,Rumer Godden/Jean Primrose,4.22,1987
Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,4.31,1996
Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,4.14,1996
Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,4.18,2000
Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,4.29,2002
Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,3.69,1992
Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,4.31,1995
Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,4.17,1995
Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,4.21,1943
Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,4.23,2000
Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,4.07,2007
Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,4.03,2006
Five Little Peppers at School,Margaret Sidney/Barbara Cooney,3.92,1988
All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,4.28,2001
All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,4.22,2005
Winter Cottage,Carol Ryrie Brink,4.15,1974
Eddie's Valuable Property,Carolyn Haywood,4.09,1975
Empire (Empire  #1),Orson Scott Card,3.43,2006
Treason,Orson Scott Card,3.9,2006
First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.84,2004
Sarah (Women of Genesis  #1),Orson Scott Card,3.88,2001
Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,2005
How to Write Science Fiction and Fantasy,Orson Scott Card,3.9,1990
Saints,Orson Scott Card,3.54,2001
Homebody,Orson Scott Card,3.39,1999
Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,2012
Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,1994
Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,1992
The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,1994
Shadow of the Hegemon (Shadow  #2),Orson Scott Card/David Birney/Scott Brick/Gabrielle de Cuir/Scott Sowers,3.95,2006
Enchantment,Orson Scott Card,3.9,2005
Voyage of Slaves (Flying Dutchman  #3),Brian Jacques/David Elliot,4.13,2006
High Rhulain (Redwall  #18),Brian Jacques/David Elliot,4.12,2005
Salamandastron (Redwall  #5),Brian Jacques/Gary Chalk,4.07,2003
The Legend of Luke (Redwall  #12),Brian Jacques,4.0,2005
Redwall (Redwall  #1),Brian Jacques,4.12,2006
Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques/Ian Schoenherr,3.98,2003
Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,2004
Triss (Redwall  #15),Brian Jacques/Allan Curless,3.99,2004
A Redwall Winter's Tale,Brian Jacques/Christopher Denise,4.13,2004
Mr. Impossible,Roger Hargreaves,3.95,1998
Mr. Christmas,Roger Hargreaves/Adam Hargreaves,3.65,2006
Mr. Bump,Roger Hargreaves,4.03,1998
Little Miss Birthday,Roger Hargreaves/Adam Hargreaves,4.02,2007
Little Miss Lucky,Roger Hargreaves,3.82,1999
Mr. Happy,Roger Hargreaves,3.98,2004
Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,3.82,2007
Grandma Baa (Easy Peasy People),Roger Hargreaves/Gray Jolliffe,4.12,1989
Bill Buzz,Roger Hargreaves/Gray Jolliffe,4.67,1989
Gary Grizzle,Roger Hargreaves/Gray Jolliffe,4.33,1989
Charlie Oink,Roger Hargreaves/Gray Jolliffe,4.33,1989
Madame Je-Sais-Tout,Roger Hargreaves,3.77,1997
The Poppy Seed Cakes,Margery Clark/Maud Petersham/Miska Petersham,4.37,1964
Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,4.16,1982
The Wind Thief,Judi Barrett/Diane Dawson Hearn,3.8,1977
Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett/Ron Barrett,4.11,1991
Beauty,Robin McKinley,4.05,2005
A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,2002
Deerskin,Robin McKinley,3.89,2005
Sunshine,Robin McKinley,3.85,2004
Rose Daughter,Robin McKinley,3.77,1998
The Door in the Hedge,Robin McKinley,3.68,2003
The Stone Fey,Robin McKinley/John Clapp,3.36,1998
Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.25,2003
Anne of Green Gables,L.M. Montgomery/Barbara Caruso,4.25,2005
The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.84,1993
Anne of Avonlea,L.M. Montgomery/Clare Sieffert,4.23,1990
The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,1996
The Gift,Vladimir Nabokov/Michael Scammell/Dmitri Nabokov,4.0,2001
Lectures on Literature,Vladimir Nabokov/Fredson Bowers/John Updike,4.34,2002
Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov/Brian Boyd,4.36,1996
The American Years,Brian Boyd,4.33,1993
Laughter in the Dark,Vladimir Nabokov,3.97,2006
The Luzhin Defense,Vladimir Nabokov/Michael Scammell,3.95,1990
A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.18,2005
The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.63,2006
